,index,Titre,Chapeau,Pour Correction (LA),Text,cardId,Name,Age,Gender,cardTitre,cardSubtitle,cardInfo1,cardInfo2,cardSection1Text,Last Name,URL-parameter,cardImage,cardFilter1Tri,cardFilter2Tri,cardFilter3Tri,cardFilter4Tri,cardFilter5Tri,cardFilter6Tri,cardSection2Text,Début texte,cardSection5Text,cardSection6Text,parameter
9,0,"Digital Shapers. Portrait 47. 27.09 Marco Abele, 49 ans","Fondateur et CEO de Tend, Zoug",Corrigé,"De responsable numérique au CS à entrepreneur de start-up: en octobre 2017, Marco Abele a troqué son costume sur mesure contre un jean et un t-shirt, et fondé la société Tend. La plateforme d’échange offre des expériences d’un type particulier: les clients peuvent, par exemple, réserver un voyage dans une Porsche 356A Speedster de 1955 ou faire une excursion privée dans une cave à vin en recevant 18 bouteilles de grands vins par an. Tend s’occupe de l’ensemble du pack zéro souci, moyennant un supplément bien sûr. Les clients peuvent payer ces expériences de luxe avec ce qu’on appelle des jetons, des avoirs numériques protégés par une blockchain.
«Avec Tend, je veux atteindre un large public qui enrichit sa vie et vit ses rêves», explique l’Allemand de 49 ans. C’est le même désir qui l’a aidé à passer du monde du corporate au monde de la start-up. Les produits Tend ont été lancés cette année en Suisse. Pour 2019, Abele veut se développer au-delà des frontières helvétiques: «Dans quatre à cinq ans, je veux être présent dans les métropoles des marchés émergents.»",47,Marco Abele,49 ans,male,Marco Abele,"Fondateur et CEO de Tend, Zoug",49 ans,"Fondateur et CEO de Tend, Zoug","De responsable numérique au CS à entrepreneur de start-up: en octobre 2017, Marco Abele a troqué son costume sur mesure contre un jean et un t-shirt, et fondé la société Tend. La plateforme d’échange offre des expériences d’un type particulier: les clients peuvent, par exemple, réserver un voyage dans une Porsche 356A Speedster de 1955 ou faire une excursion privée dans une cave à vin en recevant 18 bouteilles de grands vins par an. Tend s’occupe de l’ensemble du pack zéro souci, moyennant un supplément bien sûr. Les clients peuvent payer ces expériences de luxe avec ce qu’on appelle des jetons, des avoirs numériques protégés par une blockchain.
«Avec Tend, je veux atteindre un large public qui enrichit sa vie et vit ses rêves», explique l’Allemand de 49 ans. C’est le même désir qui l’a aidé à passer du monde du corporate au monde de la start-up. Les produits Tend ont été lancés cette année en Suisse. Pour 2019, Abele veut se développer au-delà des frontières helvétiques: «Dans quatre à cinq ans, je veux être présent dans les métropoles des marchés émergents.»",Abele,marco-abele,2018/bados.jpg,f-plus-40,(romand / alémanique),f-homme,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),,"De responsable numérique au CS à entrepreneur de start-up: en octobre 2017, Marco Abele a troqué son costume sur mesure contre un jean et un t-shirt, et fondé la société Tend. La plateforme d’échange ",(liens Le Temps),(profil linkedin),marco-abele
4,0,"Digital Shapers. Portrait 12.27.09 Pedro Bados, 38 ans","CEO et cofondateur de Nexthink, Lausanne",Corrigé,"«2017 a été une année incroyable. Nous avons gagné plus de 200 nouveaux clients», explique Pedro Bados. Aujourd’hui, plus de 850 clients utilisent les produits de l’entreprise lausannoise de logiciels, dont des gouvernements, des banques nationales et des entreprises comme Migros, Deloitte ou Amag. Nexthink examine attentivement les programmes de calculs de l’entreprise et analyse la qualité des services informatiques utilisés du point de vue de l’employé. L’idée de Nexthink est venue à Pedro Bados en 2004, avec ses camarades Vincent Bieri et Patrick Hertzog, lors d’un projet de recherche sur l’intelligence artificielle à l’EPFL. «Le département informatique fournit ses services à l’utilisateur final, sans disposer ni de la transparence nécessaire ni des bonnes informations pour déterminer si l’utilisateur utilise ces services et s’il en a besoin», explique Pedro Bados. Le Suisse a étudié l’électrotechnique et l’informatique à l’Université de Saragosse, en Espagne.",12,Pedro Bados,38 ans,male,Pedro Bados,"CEO et cofondateur de Nexthink, Lausanne",38 ans,"CEO et cofondateur de Nexthink, Lausanne","«2017 a été une année incroyable. Nous avons gagné plus de 200 nouveaux clients», explique Pedro Bados. Aujourd’hui, plus de 850 clients utilisent les produits de l’entreprise lausannoise de logiciels, dont des gouvernements, des banques nationales et des entreprises comme Migros, Deloitte ou Amag. Nexthink examine attentivement les programmes de calculs de l’entreprise et analyse la qualité des services informatiques utilisés du point de vue de l’employé. L’idée de Nexthink est venue à Pedro Bados en 2004, avec ses camarades Vincent Bieri et Patrick Hertzog, lors d’un projet de recherche sur l’intelligence artificielle à l’EPFL. «Le département informatique fournit ses services à l’utilisateur final, sans disposer ni de la transparence nécessaire ni des bonnes informations pour déterminer si l’utilisateur utilise ces services et s’il en a besoin», explique Pedro Bados. Le Suisse a étudié l’électrotechnique et l’informatique à l’Université de Saragosse, en Espagne.",Bados,pedro-bados,2018/bados.jpg,f-moins-40,(romand / alémanique),f-homme,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),,"«2017 a été une année incroyable. Nous avons gagné plus de 200 nouveaux clients», explique Pedro Bados. Aujourd’hui, plus de 850 clients utilisent les produits de l’entreprise lausannoise de logiciels",(liens Le Temps),(profil linkedin),pedro-bados
92,0,"Digital Shapers Portrait 91. 27.09 Nick Beglinger, 48 ans","Cofondateur et CEO de Cleantech21, Zurich",Corrigé,"Jusqu’en 2016, Nick Beglinger a été président de l’association professionnelle Swisscleantech, consacrée à l’économie durable et issue en 2009 de la fondation à but non lucratif Cleantech21. Cette dernière est la principale occupation de Nick Beglinger, aujourd’hui âgé de 48 ans. «La durabilité doit devenir la norme», selon le site web de la fondation. Nick Beglinger veut construire un réseau d’entreprises actives au niveau mondial, pour mettre en œuvre à long terme les objectifs de l’Accord de Paris sur le climat. Il faut inciter le politique à mettre en œuvre les conditions-cadres d’une économie durable, par le biais d’initiatives et de projets.
Le prix du CO2, un montant à payer pour les émissions de dioxyde de carbone, lui tient particulièrement à cœur, lui qui donne des conférences et écrit des articles à ce sujet. Avant de passer à l’économie verte, l’entrepreneur était consultant chez McKinsey et chez le Boston Consulting Group. Il est titulaire d’une maîtrise de la London School of Economics et aime jouer au piano ou au football avec ses amis pendant son temps libre.",91,Nick Beglinger,48 ans,male,Nick Beglinger,"Cofondateur et CEO de Cleantech21, Zurich",48 ans,"Cofondateur et CEO de Cleantech21, Zurich","Jusqu’en 2016, Nick Beglinger a été président de l’association professionnelle Swisscleantech, consacrée à l’économie durable et issue en 2009 de la fondation à but non lucratif Cleantech21. Cette dernière est la principale occupation de Nick Beglinger, aujourd’hui âgé de 48 ans. «La durabilité doit devenir la norme», selon le site web de la fondation. Nick Beglinger veut construire un réseau d’entreprises actives au niveau mondial, pour mettre en œuvre à long terme les objectifs de l’Accord de Paris sur le climat. Il faut inciter le politique à mettre en œuvre les conditions-cadres d’une économie durable, par le biais d’initiatives et de projets.
Le prix du CO2, un montant à payer pour les émissions de dioxyde de carbone, lui tient particulièrement à cœur, lui qui donne des conférences et écrit des articles à ce sujet. Avant de passer à l’économie verte, l’entrepreneur était consultant chez McKinsey et chez le Boston Consulting Group. Il est titulaire d’une maîtrise de la London School of Economics et aime jouer au piano ou au football avec ses amis pendant son temps libre.",Beglinger,nick-beglinger,2018/bados.jpg,f-plus-40,(romand / alémanique),f-homme,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),,"Jusqu’en 2016, Nick Beglinger a été président de l’association professionnelle Swisscleantech, consacrée à l’économie durable et issue en 2009 de la fondation à but non lucratif Cleantech21. Cette der",(liens Le Temps),(profil linkedin),nick-beglinger
51,0,"Digital Shapers Portrait 46. 27.09 Marc Bernegger, 39 ans","Entrepreneur en fintech et investisseur, Zurich",Corrigé,"Spécialiste des fintech, Marc Bernegger se concentre actuellement sur les monnaies électroniques. Il constate, comme instigateur de la conférence Krypto Finance à Saint-Moritz ou en tant qu’actionnaire et membre du conseil d’administration du groupe Krypto Finance fort de 40 employés à Zurich, que «la demande pour entrer dans ce monde est forte, même de la part d’investisseurs conservateurs». Marc Bernegger est également le fondateur de Next Generation Finance Invest. Mais la récente entrée en bourse de la filiale zougoise Ayondo à Singapour a été un échec, l’action étant cotée bien en dessous du prix d’émission: «Il y avait probablement trop de rêves futuristes», dit-il en faisant son autocritique.
Marc Bernegger fait partie du conseil d’administration de la banque Falcon, où il est responsable du dossier de la numérisation. Après le scandale autour du fonds d’Etat malais 1MDB, la banque est en restructuration: «Assurer la survie d’une entreprise peut être une expérience passionnante», affirme-t-il. Marc Bernegger a posé la pierre fondatrice de son entreprise dans les années 1990, avec Usgang.ch (vendu à Axel Springer) et la plateforme de billetterie Amiando (vendue à Xing).",46,Marc Bernegger,39 ans,male,Marc Bernegger,"Entrepreneur en fintech et investisseur, Zurich",39 ans,"Entrepreneur en fintech et investisseur, Zurich","Spécialiste des fintech, Marc Bernegger se concentre actuellement sur les monnaies électroniques. Il constate, comme instigateur de la conférence Krypto Finance à Saint-Moritz ou en tant qu’actionnaire et membre du conseil d’administration du groupe Krypto Finance fort de 40 employés à Zurich, que «la demande pour entrer dans ce monde est forte, même de la part d’investisseurs conservateurs». Marc Bernegger est également le fondateur de Next Generation Finance Invest. Mais la récente entrée en bourse de la filiale zougoise Ayondo à Singapour a été un échec, l’action étant cotée bien en dessous du prix d’émission: «Il y avait probablement trop de rêves futuristes», dit-il en faisant son autocritique.
Marc Bernegger fait partie du conseil d’administration de la banque Falcon, où il est responsable du dossier de la numérisation. Après le scandale autour du fonds d’Etat malais 1MDB, la banque est en restructuration: «Assurer la survie d’une entreprise peut être une expérience passionnante», affirme-t-il. Marc Bernegger a posé la pierre fondatrice de son entreprise dans les années 1990, avec Usgang.ch (vendu à Axel Springer) et la plateforme de billetterie Amiando (vendue à Xing).",Bernegger,marc-bernegger,2018/bados.jpg,f-moins-40,(romand / alémanique),f-homme,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),,"Spécialiste des fintech, Marc Bernegger se concentre actuellement sur les monnaies électroniques. Il constate, comme instigateur de la conférence Krypto Finance à Saint-Moritz ou en tant qu’actionnair",(liens Le Temps),(profil linkedin),marc-bernegger
93,0,"Digital Shapers Portrait 92. 27.09 Sonja Betschart, 48 ans","Cofondatrice de WeRobotics, Genève",Corrigé,"Passion, inspiration, innovation, ce sont les outils avec lesquels la cofondatrice de WeRobotics, Sonja Betschart, pense l’avenir. Pour la spécialiste du marketing et de la gestion, les robots ont leur place dans la société. «Je suis convaincue que les technologies de la quatrième révolution industrielle comme les drones et l’intelligence artificielle devraient être rendues accessibles aux personnes les plus faibles de la société», dit la directrice high-tech.
Sonja Betschart est une entrepreneuse avec un cœur et les nouvelles technologies à son service. Sa carrière l’a fait passer de postes dans diverses PME et grandes entreprises à des start-up des domaines de la transformation numérique et de l’industrie des drones. Pour l’ancienne développeuse numérique de Swisscom, les aides électroniques ne sont pas une menace, mais une aide.
Depuis deux ans et demi, Sonja Betschart travaille avec la société américano-suisse WeRobotics à la démocratisation des solutions high-tech, en particulier dans les économies émergentes d’Afrique et d’Amérique du Sud, en passant par l’Asie et le Pacifique. Et ceci, à l’aide de grands acteurs, comme le fabricant de drones chinois DJI et le français Parrot, le développeur de systèmes d’information géographique Esri, et des mécènes comme la Fondation Rockefeller et les fondations de géants informatiques et logiciels tels HP et Autodesk.
Pour elle, l’utilisation de drones et de l’intelligence artificielle pour l’aide humanitaire ou la protection de la nature est devenue une tâche mondiale, et a cessé depuis longtemps d’être un sujet de bricoleur local. Au contraire: avec WeRobotics, Sonja Betschart espère combler le fossé numérique et réunir la branche, les ONG et les gouvernements des pays en développement. «Nous développons des solutions pour l’aide au développement, ainsi que pour les secteurs de la santé et de l’environnement.»
Elle a travaillé pour de petits agriculteurs en Tanzanie, comme incubatrice pour des compagnies de drones au Népal et anime des ateliers en coopération avec des gouvernements. Sonja Betschart veut «utiliser les technologies numériques de manière durable et sensée, et aider à démocratiser la participation du Sud à la quatrième révolution industrielle».",92,Sonja Betschart,48 ans,female,Sonja Betschart,"Cofondatrice de WeRobotics, Genève",48 ans,"Cofondatrice de WeRobotics, Genève","Passion, inspiration, innovation, ce sont les outils avec lesquels la cofondatrice de WeRobotics, Sonja Betschart, pense l’avenir. Pour la spécialiste du marketing et de la gestion, les robots ont leur place dans la société. «Je suis convaincue que les technologies de la quatrième révolution industrielle comme les drones et l’intelligence artificielle devraient être rendues accessibles aux personnes les plus faibles de la société», dit la directrice high-tech.</p><p>Sonja Betschart est une entrepreneuse avec un cœur et les nouvelles technologies à son service. Sa carrière l’a fait passer de postes dans diverses PME et grandes entreprises à des start-up des domaines de la transformation numérique et de l’industrie des drones. Pour l’ancienne développeuse numérique de Swisscom, les aides électroniques ne sont pas une menace, mais une aide. <a class=""readMore"" href=""#more"">Plus…</a>",Betschart,sonja-betschart,2018/bados.jpg,f-plus-40,(romand / alémanique),f-femme,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),"Depuis deux ans et demi, Sonja Betschart travaille avec la société américano-suisse WeRobotics à la démocratisation des solutions high-tech, en particulier dans les économies émergentes d’Afrique et d’Amérique du Sud, en passant par l’Asie et le Pacifique. Et ceci, à l’aide de grands acteurs, comme le fabricant de drones chinois DJI et le français Parrot, le développeur de systèmes d’information géographique Esri, et des mécènes comme la Fondation Rockefeller et les fondations de géants informatiques et logiciels tels HP et Autodesk.
Pour elle, l’utilisation de drones et de l’intelligence artificielle pour l’aide humanitaire ou la protection de la nature est devenue une tâche mondiale, et a cessé depuis longtemps d’être un sujet de bricoleur local. Au contraire: avec WeRobotics, Sonja Betschart espère combler le fossé numérique et réunir la branche, les ONG et les gouvernements des pays en développement. «Nous développons des solutions pour l’aide au développement, ainsi que pour les secteurs de la santé et de l’environnement.»
Elle a travaillé pour de petits agriculteurs en Tanzanie, comme incubatrice pour des compagnies de drones au Népal et anime des ateliers en coopération avec des gouvernements. Sonja Betschart veut «utiliser les technologies numériques de manière durable et sensée, et aider à démocratiser la participation du Sud à la quatrième révolution industrielle».","Passion, inspiration, innovation, ce sont les outils avec lesquels la cofondatrice de WeRobotics, Sonja Betschart, pense l’avenir. Pour la spécialiste du marketing et de la gestion, les robots ont leu",(liens Le Temps),(profil linkedin),sonja-betschart
71,0,"Digital Shapers Portrait 68. 27.09 Lucas Betschart, 26 ans","Président de la Bitcoin Association Switzerland, Zurich/Zoug",Corrigé,"Entre économistes, la blockchain et les monnaies cryptographiques figurent parmi les sujets les plus controversés. Le bitcoin, la monnaie numérique la plus connue, est un peu discrédité par la violente turbulence des prix. Lucas Betschart a une position difficile dans ce champ de tensions. L’informaticien de formation se bat depuis des années en première ligne pour que le public soit mieux informé sur les monnaies cryptographiques et les blockchains. Il s’est fait un nom comme président de la Bitcoin Association Switzerland, fondée en 2013; l’association promeut les monnaies numériques et se considère comme l’interlocutrice de l’Autorité fédérale de surveillance des marchés financiers (Finma). Il est également directeur exécutif de la fondation à but non lucratif Feathercoin Development Foundation, conférencier invité et fondateur de l’entreprise.
Comme pionnier du bitcoin, Lucas Betschart a un solide savoir-faire en matière de systèmes décentralisés et de cryptographie. Il est convaincu que la plupart des monnaies numériques disparaîtront. Mais il croit fermement au bitcoin: «C’est de loin la plus stable, la plus ancienne, la plus répandue et la plus sûre de toutes les monnaies cryptographiques.»",68,Lucas Betschart,26 ans,male,Lucas Betschart,"Président de la Bitcoin Association Switzerland, Zurich/Zoug",26 ans,"Président de la Bitcoin Association Switzerland, Zurich/Zoug","Entre économistes, la blockchain et les monnaies cryptographiques figurent parmi les sujets les plus controversés. Le bitcoin, la monnaie numérique la plus connue, est un peu discrédité par la violente turbulence des prix. Lucas Betschart a une position difficile dans ce champ de tensions. L’informaticien de formation se bat depuis des années en première ligne pour que le public soit mieux informé sur les monnaies cryptographiques et les blockchains. Il s’est fait un nom comme président de la Bitcoin Association Switzerland, fondée en 2013; l’association promeut les monnaies numériques et se considère comme l’interlocutrice de l’Autorité fédérale de surveillance des marchés financiers (Finma). Il est également directeur exécutif de la fondation à but non lucratif Feathercoin Development Foundation, conférencier invité et fondateur de l’entreprise.
Comme pionnier du bitcoin, Lucas Betschart a un solide savoir-faire en matière de systèmes décentralisés et de cryptographie. Il est convaincu que la plupart des monnaies numériques disparaîtront. Mais il croit fermement au bitcoin: «C’est de loin la plus stable, la plus ancienne, la plus répandue et la plus sûre de toutes les monnaies cryptographiques.»",Betschart,lucas-betschart,2018/bados.jpg,f-moins-40,(romand / alémanique),f-homme,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),,"Entre économistes, la blockchain et les monnaies cryptographiques figurent parmi les sujets les plus controversés. Le bitcoin, la monnaie numérique la plus connue, est un peu discrédité par la violent",(liens Le Temps),(profil linkedin),lucas-betschart
23,0,"Digital Shapers Portrait 13. 27.09 Jurgi Camblong, 40 ans","Cofondateur et CEO de Sophia Genetics, Genève",Corrigé,"Jurgi Camblong parle d’une «révolution» de la médecine basée sur les données, en citant son entreprise: Sophia Genetics développe des logiciels et des plateformes de données qui utilisent l’analyse du génome pour diagnostiquer des maladies comme le cancer. En ce moment, l’entreprise recueille des données auprès de 415 hôpitaux dans 58 pays. «Plus les hôpitaux utilisent notre plateforme d’analyse et plus nous avons de profils génomiques analysés, plus notre intelligence artificielle croît», selon le biochimiste qui a étudié à Lausanne, à Genève et à Oxford. Avec une croissance de 400% par an, la start-up est considérée comme l’une des prochaines licornes suisses.",13,Jurgi Camblong,40 ans,unknown,Jurgi Camblong,"Cofondateur et CEO de Sophia Genetics, Genève",40 ans,"Cofondateur et CEO de Sophia Genetics, Genève","Jurgi Camblong parle d’une «révolution» de la médecine basée sur les données, en citant son entreprise: Sophia Genetics développe des logiciels et des plateformes de données qui utilisent l’analyse du génome pour diagnostiquer des maladies comme le cancer. En ce moment, l’entreprise recueille des données auprès de 415 hôpitaux dans 58 pays. «Plus les hôpitaux utilisent notre plateforme d’analyse et plus nous avons de profils génomiques analysés, plus notre intelligence artificielle croît», selon le biochimiste qui a étudié à Lausanne, à Genève et à Oxford. Avec une croissance de 400% par an, la start-up est considérée comme l’une des prochaines licornes suisses.",Camblong,jurgi-camblong,2018/bados.jpg,f-plus-40,(romand / alémanique),,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),,"Jurgi Camblong parle d’une «révolution» de la médecine basée sur les données, en citant son entreprise: Sophia Genetics développe des logiciels et des plateformes de données qui utilisent l’analyse du",(liens Le Temps),(profil linkedin),jurgi-camblong
64,0,"Digital Shapers Portrait 61 27.09 Nicoletta Casanova, 47 ans","Cofondatrice et CEO FEMTOprint, Muzzano (TI)",Corrigé,"Son premier emploi, elle le trouva dans une start-up qui testait des matériaux. Puis Nicoletta Casanova préféra fonder sa propre entreprise. Deux ans après son diplôme de l’EPFZ est née Smartec, pionnière en matière de surveillance des ponts, barrages et structures d’immeubles à l’aide de senseurs. Sa nouvelle entreprise se nomme FEMTOprint, elle hisse l’impression 3D à un niveau inédit. La technologie est, dit-on, plus rapide, plus précise et plus avantageuse. Elle ne concerne que des matériaux transparents tels que le verre. La forme désirée est taillée dans la masse brute à l’aide d’un laser qui travaille dans une longueur d’onde de 600 nanomètres. «La technologie nous permet de transformer un morceau de verre directement en produit fini», assure Nicoletta Casanova. Imaginons par exemple un mouvement d’horlogerie précis et entièrement terminé qui naîtrait d’un seul bloc. Une fois que le laser a découpé la forme souhaitée, la masse résiduelle est enlevée à l’aide d’un acide.
FEMTOprint est un spin-off d’un projet du même nom de l’UE, auquel travaillent, outre la Suisse, des équipes venues de France, d’Allemagne, de Grande-Bretagne et des Pays-Bas, et dont le financement est de 3,4 millions d’euros. Après sa fondation en 2013, l’idée était de fabriquer des machines et de les vendre. Mais après quelque temps, les clients préférèrent recevoir leurs pièces toutes prêtes, fabriquées par FEMTOprint. A l’aide de sa technologie, Nicoletta Casanova couvre un large éventail: la manufacture de montres Ulysse Nardin fait partie de ses clients, Medtronic et Oticon représentent les medtechs. Les télécoms, les sciences naturelles, l’optique et l’industrie automobile recourent aussi à sa technologie.
Nicoletta Casanova dit être animée par sa passion pour l’innovation. A 8 ans, elle donnait un coup de main dans l’hôtel de ses parents: «La vie m’a beaucoup enseigné. J’ai appris tant de choses en pratiquant le learning by doing.» FEMTOprint devrait continuer de croître. En attendant, sa patronne a aussi des projets privés: rénover une vieille grange dans les Alpes, faire du snowboard, du parapente et se remettre intensivement à la plongée.",61,Nicoletta Casanova,47 ans,female,Nicoletta Casanova,"Cofondatrice et CEO FEMTOprint, Muzzano (TI)",47 ans,"Cofondatrice et CEO FEMTOprint, Muzzano (TI)","Son premier emploi, elle le trouva dans une start-up qui testait des matériaux. Puis Nicoletta Casanova préféra fonder sa propre entreprise. Deux ans après son diplôme de l’EPFZ est née Smartec, pionnière en matière de surveillance des ponts, barrages et structures d’immeubles à l’aide de senseurs. Sa nouvelle entreprise se nomme FEMTOprint, elle hisse l’impression 3D à un niveau inédit. La technologie est, dit-on, plus rapide, plus précise et plus avantageuse. Elle ne concerne que des matériaux transparents tels que le verre. La forme désirée est taillée dans la masse brute à l’aide d’un laser qui travaille dans une longueur d’onde de 600 nanomètres. «La technologie nous permet de transformer un morceau de verre directement en produit fini», assure Nicoletta Casanova. Imaginons par exemple un mouvement d’horlogerie précis et entièrement terminé qui naîtrait d’un seul bloc. Une fois que le laser a découpé la forme souhaitée, la masse résiduelle est enlevée à l’aide d’un acide.</p><p>FEMTOprint est un spin-off d’un projet du même nom de l’UE, auquel travaillent, outre la Suisse, des équipes venues de France, d’Allemagne, de Grande-Bretagne et des Pays-Bas, et dont le financement est de 3,4 millions d’euros. Après sa fondation en 2013, l’idée était de fabriquer des machines et de les vendre. Mais après quelque temps, les clients préférèrent recevoir leurs pièces toutes prêtes, fabriquées par FEMTOprint. A l’aide de sa technologie, Nicoletta Casanova couvre un large éventail: la manufacture de montres Ulysse Nardin fait partie de ses clients, Medtronic et Oticon représentent les medtechs. Les télécoms, les sciences naturelles, l’optique et l’industrie automobile recourent aussi à sa technologie. <a class=""readMore"" href=""#more"">Plus…</a>",Casanova,nicoletta-casanova,2018/bados.jpg,f-plus-40,(romand / alémanique),f-femme,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),"Nicoletta Casanova dit être animée par sa passion pour l’innovation. A 8 ans, elle donnait un coup de main dans l’hôtel de ses parents: «La vie m’a beaucoup enseigné. J’ai appris tant de choses en pratiquant le learning by doing.» FEMTOprint devrait continuer de croître. En attendant, sa patronne a aussi des projets privés: rénover une vieille grange dans les Alpes, faire du snowboard, du parapente et se remettre intensivement à la plongée.","Son premier emploi, elle le trouva dans une start-up qui testait des matériaux. Puis Nicoletta Casanova préféra fonder sa propre entreprise. Deux ans après son diplôme de l’EPFZ est née Smartec, pionn",(liens Le Temps),(profil linkedin),nicoletta-casanova
67,0,"Digital Shapers Portrait 64. 27.09 Filippo Catalano, 46 ans","CIO du groupe Nestlé, Vevey",Corrigé,"Sa description du poste laisse songeur: il doit numériser l’entreprise suisse qui a la plus grande valeur. Chief information chez Nestlé depuis janvier, Filippo Catalano a une tâche colossale. Comme directeur technique et numérique d’une entreprise active dans 189 pays, il se doit d’avoir une grande vision de Nestlé de demain. «Nous devons importer et faire fonctionner certaines de nos technologies clés sur de nouvelles plateformes», dit Filippo Catalano pour décrire ses premiers projets. Il doit également introduire des projets d’automatisation. «Tous les membres de l’organisation, et à tous les niveaux, doivent sans cesse apprendre pour que nous restions à l’avant-garde.»
Filippo Catalano a eu trois ans pour connaître l’entreprise et ses besoins en détail. Engagé en mars 2015 comme Chief digital operations officer, il était responsable des plateformes numériques de l’entreprise, du web, des médias sociaux, des applications et de l’analyse de la clientèle. Son projet phare a été la construction du Nestlé Global Digital Hub à Barcelone. Auparavant, Filippo Catalano a travaillé pendant quinze ans pour Procter & Gamble, un groupe de biens de consommation.
Le départ à la retraite de Terence Stacey, son prédécesseur comme CIO de Nestlé, permet désormais à Filippo Catalano de diffuser ses idées et visions dans toute l’organisation. Il rêve que Nestlé puisse mieux connaître ses clients grâce aux wearables (technologie portable). Par exemple, un robot pourrait conseiller un client «pour l’aider à améliorer son alimentation et mieux comprendre son propre corps et sa santé». L’internet des objets (IDO) est également en haut de la liste de ses priorités. «L’IDO devient une plateforme pour les entreprises vendant des produits et des machines qui se connectent.» L’activité café du groupe se prête particulièrement bien aux applications. «Certains projets pionniers sont déjà en cours dans ce domaine, mais il reste encore beaucoup à faire», déclare le numériseur de Nestlé.
Outre ces sujets technologiques d’avant-garde, Filippo Catalano a aussi une passion pour les techniques plus terre à terre et les sports d’hiver: il collectionne des motos vintage de la marque Honda et veut «avaler davantage de kilomètres dans les stations de ski suisses l’hiver prochain».",64,Filippo Catalano,46 ans,male,Filippo Catalano,"CIO du groupe Nestlé, Vevey",46 ans,"CIO du groupe Nestlé, Vevey","Sa description du poste laisse songeur: il doit numériser l’entreprise suisse qui a la plus grande valeur. Chief information chez Nestlé depuis janvier, Filippo Catalano a une tâche colossale. Comme directeur technique et numérique d’une entreprise active dans 189 pays, il se doit d’avoir une grande vision de Nestlé de demain. «Nous devons importer et faire fonctionner certaines de nos technologies clés sur de nouvelles plateformes», dit Filippo Catalano pour décrire ses premiers projets. Il doit également introduire des projets d’automatisation. «Tous les membres de l’organisation, et à tous les niveaux, doivent sans cesse apprendre pour que nous restions à l’avant-garde.»</p><p>Filippo Catalano a eu trois ans pour connaître l’entreprise et ses besoins en détail. Engagé en mars 2015 comme Chief digital operations officer, il était responsable des plateformes numériques de l’entreprise, du web, des médias sociaux, des applications et de l’analyse de la clientèle. Son projet phare a été la construction du Nestlé Global Digital Hub à Barcelone. Auparavant, Filippo Catalano a travaillé pendant quinze ans pour Procter & Gamble, un groupe de biens de consommation. <a class=""readMore"" href=""#more"">Plus…</a>",Catalano,filippo-catalano,2018/bados.jpg,f-plus-40,(romand / alémanique),f-homme,(Les précurseurs / Les créatifs / …),(secteur d’activité),(Indépendant / Chercheur / PME / Grande entreprise),"Le départ à la retraite de Terence Stacey, son prédécesseur comme CIO de Nestlé, permet désormais à Filippo Catalano de diffuser ses idées et visions dans toute l’organisation. Il rêve que Nestlé puisse mieux connaître ses clients grâce aux wearables (technologie portable). Par exemple, un robot pourrait conseiller un client «pour l’aider à améliorer son alimentation et mieux comprendre son propre corps et sa santé». L’internet des objets (IDO) est également en haut de la liste de ses priorités. «L’IDO devient une plateforme pour les entreprises vendant des produits et des machines qui se connectent.» L’activité café du groupe se prête particulièrement bien aux applications. «Certains projets pionniers sont déjà en cours dans ce domaine, mais il reste encore beaucoup à faire», déclare le numériseur de Nestlé.
Outre ces sujets technologiques d’avant-garde, Filippo Catalano a aussi une passion pour les techniques plus terre à terre et les sports d’hiver: il collectionne des motos vintage de la marque Honda et veut «avaler davantage de kilomètres dans les stations de ski suisses l’hiver prochain».","Sa description du poste laisse songeur: il doit numériser l’entreprise suisse qui a la plus grande valeur. Chief information chez Nestlé depuis janvier, Filippo Catalano a une tâche colossale. Comme d",(liens Le Temps),(profil linkedin),filippo-catalano
